mmsi,timestamp,lat,lon,sog,cog
200000018,2026-03-01 00:12:00+00:00,12.608608,44.454967,9.21,241.8
200000019,2026-03-01 00:12:00+00:00,13.039432,45.775431,13.83,86.0
200000020,2026-03-01 00:12:00+00:00,12.720497,44.313786,13.1,79.6
200000021,2026-03-01 00:12:00+00:00,12.126903,44.665892,13.63,252.8
200000022,2026-03-01 00:12:00+00:00,12.864726,45.112659,15.38,256.5
200000023,2026-03-01 00:12:00+00:00,13.057002,44.916248,15.3,87.4
200000024,2026-03-01 00:12:00+00:00,12.627778,45.425107,12.15,273.6
200000025,2026-03-01 00:12:00+00:00,12.335958,44.080867,10.29,72.3
200000026,2026-03-01 00:12:00+00:00,12.300339,44.581844,14.06,253.6
200000027,2026-03-01 00:12:00+00:00,13.201458,44.209992,11.6,74.0
200000028,2026-03-01 00:12:00+00:00,12.846532,45.105061,14.34,75.4
200000029,2026-03-01 00:12:00+00:00,12.188701,45.008688,15.53,76.3
200000030,2026-03-01 00:12:00+00:00,12.089596,45.250272,11.84,75.7
200000031,2026-03-01 00:12:00+00:00,12.386492,45.994012,13.37,71.8
200000032,2026-03-01 00:12:00+00:00,12.853957,44.58907,10.56,255.9
200000033,2026-03-01 00:12:00+00:00,13.049813,44.693241,11.59,256.7
200000034,2026-03-01 00:12:00+00:00,12.193859,44.191032,12.11,257.4
200000035,2026-03-01 00:12:00+00:00,12.54083,45.692977,10.15,76.5
200000036,2026-03-01 00:12:00+00:00,12.83227,44.302631,10.27,71.9
200000037,2026-03-01 00:12:00+00:00,12.763616,45.641582,15.33,273.6
200000038,2026-03-01 00:12:00+00:00,12.474842,45.950462,20.31,310.1
200000039,2026-03-01 00:12:00+00:00,13.287745,44.956914,20.27,127.8
200000040,2026-03-01 00:12:00+00:00,13.119952,45.638355,14.35,62.8
200000001,2026-03-01 00:14:00+00:00,12.949603,44.011434,10.1,256.5
200000002,2026-03-01 00:14:00+00:00,12.852002,45.761503,14.09,253.8
200000003,2026-03-01 00:14:00+00:00,13.002075,44.797549,12.61,91.0
200000004,2026-03-01 00:14:00+00:00,12.481658,45.936655,10.36,272.8
200000005,2026-03-01 00:14:00+00:00,12.474624,45.978569,14.04,86.2
200000006,2026-03-01 00:14:00+00:00,13.084413,44.581558,9.98,82.6
200000007,2026-03-01 00:14:00+00:00,13.026564,45.222017,13.84,267.6
200000008,2026-03-01 00:14:00+00:00,13.106012,45.748228,15.49,254.1
200000009,2026-03-01 00:14:00+00:00,12.24081,44.069422,12.3,81.2
200000010,2026-03-01 00:14:00+00:00,12.268337,45.218959,9.64,88.0
200000011,2026-03-01 00:14:00+00:00,13.451476,44.22808,14.37,77.6
200000012,2026-03-01 00:14:00+00:00,12.712706,44.823678,12.16,254.7
200000013,2026-03-01 00:14:00+00:00,12.538001,45.322611,12.12,249.6
200000014,2026-03-01 00:14:00+00:00,13.143308,45.379456,11.19,87.5
200000015,2026-03-01 00:14:00+00:00,12.81514,44.437838,15.75,82.4
200000016,2026-03-01 00:14:00+00:00,12.336837,45.398859,10.28,84.6
200000017,2026-03-01 00:14:00+00:00,12.391004,45.688652,11.38,64.7
200000018,2026-03-01 00:14:00+00:00,12.606226,44.450343,9.22,238.9
200000019,2026-03-01 00:14:00+00:00,13.040123,45.783223,13.66,87.7
200000020,2026-03-01 00:14:00+00:00,12.721689,44.321162,13.2,81.6
200000021,2026-03-01 00:14:00+00:00,12.124754,44.658547,13.76,252.0
200000022,2026-03-01 00:14:00+00:00,12.862605,45.104292,15.24,254.2
200000023,2026-03-01 00:14:00+00:00,13.057479,44.924821,15.23,87.8
200000024,2026-03-01 00:14:00+00:00,12.628496,45.418175,12.13,272.0
200000025,2026-03-01 00:14:00+00:00,12.337903,44.086356,10.31,70.1
200000026,2026-03-01 00:14:00+00:00,12.298231,44.574179,13.95,251.0
200000027,2026-03-01 00:14:00+00:00,13.2033,44.216213,11.53,76.4
200000028,2026-03-01 00:14:00+00:00,12.84881,45.112767,13.87,75.3
200000029,2026-03-01 00:14:00+00:00,12.190274,45.017388,15.59,81.9
200000030,2026-03-01 00:14:00+00:00,12.09079,45.256793,11.6,79.2
200000031,2026-03-01 00:14:00+00:00,12.388818,46.001046,13.15,70.5
200000032,2026-03-01 00:14:00+00:00,12.852476,44.583231,10.44,257.1
200000033,2026-03-01 00:14:00+00:00,13.048111,44.68685,11.62,252.3
200000034,2026-03-01 00:14:00+00:00,12.192229,44.184563,11.88,257.0
200000035,2026-03-01 00:14:00+00:00,12.542532,45.698651,10.51,69.7
200000036,2026-03-01 00:14:00+00:00,12.833987,44.30805,9.86,75.8
200000037,2026-03-01 00:14:00+00:00,12.764257,45.632764,15.36,273.7
200000038,2026-03-01 00:14:00+00:00,12.4821,45.941591,20.33,311.0
200000039,2026-03-01 00:14:00+00:00,13.280487,44.965785,20.23,130.5
200000040,2026-03-01 00:14:00+00:00,13.124114,45.64739,16.75,63.5
200000001,2026-03-01 00:16:00+00:00,12.948439,44.005874,9.97,259.6
200000002,2026-03-01 00:16:00+00:00,12.849975,45.753798,13.96,253.1
200000003,2026-03-01 00:16:00+00:00,13.002191,44.804573,12.27,88.5
200000004,2026-03-01 00:16:00+00:00,12.482297,45.931052,9.78,278.4
200000005,2026-03-01 00:16:00+00:00,12.475006,45.986519,13.87,89.9
200000006,2026-03-01 00:16:00+00:00,13.084549,44.587167,9.74,87.2
200000007,2026-03-01 00:16:00+00:00,13.026343,45.214206,13.73,267.3
200000008,2026-03-01 00:16:00+00:00,13.103811,45.739775,15.69,254.2
200000009,2026-03-01 00:16:00+00:00,12.241606,44.076357,12.62,84.9
200000010,2026-03-01 00:16:00+00:00,12.268467,45.224433,9.81,87.3
200000011,2026-03-01 00:16:00+00:00,13.453536,44.235997,14.57,74.7
200000012,2026-03-01 00:16:00+00:00,12.711535,44.816758,12.16,262.4
200000013,2026-03-01 00:16:00+00:00,12.535533,45.316094,12.15,251.7
200000014,2026-03-01 00:16:00+00:00,13.143158,45.385887,11.35,91.4
200000015,2026-03-01 00:16:00+00:00,12.816598,44.446676,15.65,77.6
200000016,2026-03-01 00:16:00+00:00,12.337679,45.404492,9.98,83.3
200000017,2026-03-01 00:16:00+00:00,12.393628,45.694574,11.46,67.4
200000018,2026-03-01 00:16:00+00:00,12.603733,44.445782,9.35,240.5
200000019,2026-03-01 00:16:00+00:00,13.04052,45.791037,13.75,87.3
200000020,2026-03-01 00:16:00+00:00,12.723039,44.328509,12.96,80.8
200000021,2026-03-01 00:16:00+00:00,12.122574,44.651211,13.47,252.7
200000022,2026-03-01 00:16:00+00:00,12.860714,45.095866,15.54,253.5
200000023,2026-03-01 00:16:00+00:00,13.058488,44.933345,15.15,79.0
200000024,2026-03-01 00:16:00+00:00,12.628821,45.411212,12.32,272.4
200000025,2026-03-01 00:16:00+00:00,12.34016,44.091717,10.29,68.7
200000026,2026-03-01 00:16:00+00:00,12.29608,44.566526,13.95,252.9
200000027,2026-03-01 00:16:00+00:00,13.205008,44.222474,11.18,73.1
200000028,2026-03-01 00:16:00+00:00,12.85098,45.120507,14.46,73.3
200000029,2026-03-01 00:16:00+00:00,12.191844,45.026089,15.62,80.0
200000030,2026-03-01 00:16:00+00:00,12.092134,45.263284,11.64,79.6
200000031,2026-03-01 00:16:00+00:00,12.391287,46.008028,13.09,72.2
200000032,2026-03-01 00:16:00+00:00,12.85108,44.577369,10.61,255.6
200000033,2026-03-01 00:16:00+00:00,13.046556,44.68042,11.65,258.1
200000034,2026-03-01 00:16:00+00:00,12.190587,44.178097,11.64,255.3
200000035,2026-03-01 00:16:00+00:00,12.544412,45.704265,10.56,76.2
200000036,2026-03-01 00:16:00+00:00,12.835772,44.313445,10.03,67.3
200000037,2026-03-01 00:16:00+00:00,12.764576,45.623927,15.51,272.1
