window_id,window_start,mmsi,lat,lon,err_mean_speed,err_speed_change,err_course_change,err_gap_minutes,err_neighbor_count,score,is_anomaly
6,2026-03-01 03:00:00+00:00,200000020,12.6764672,44.988660933333335,0.005961938,0.019225776,0.0206919,6.661308,0.15566723,1.3725709311664105,False
9,2026-03-01 04:30:00+00:00,200000022,12.597248933333333,43.97713886666666,1.2562966,0.0022712122,0.0082210805,0.0004268212,5.0585074,1.2651446382107678,False
0,2026-03-01 00:00:00+00:00,200000004,12.482164933333332,45.93670886666666,1.1994945,0.30751854,0.09313204,0.122363746,4.4938393,1.2432696148753166,False
9,2026-03-01 04:30:00+00:00,200000038,13.007855733333336,45.24275026666667,1.8096745,0.718991,0.07262339,0.019342737,3.463075,1.216741305962205,False
9,2026-03-01 04:30:00+00:00,200000039,12.754730733333334,45.66462526666667,1.9248136,0.2175063,0.0010777054,8.236153e-05,3.8425426,1.1972045295668068,False
0,2026-03-01 00:00:00+00:00,200000039,13.280487,44.96578493333333,5.2818456,0.022454342,0.012828226,0.012892995,0.2070749,1.1074192056432366,False
9,2026-03-01 04:30:00+00:00,200000006,13.013282133333332,45.32833753333333,1.0646662,0.70416665,0.10588341,0.020324511,3.634573,1.1059227418154478,False
10,2026-03-01 05:00:00+00:00,200000039,12.684418266666666,45.78181273333333,1.7294791,0.0014074261,0.007367864,0.016790695,3.7197065,1.0949503190349787,False
1,2026-03-01 00:30:00+00:00,200000004,12.494023733333334,45.85302586666667,1.8285997,0.11409263,0.0014353,0.0172254,3.4902303,1.090316669200547,False
9,2026-03-01 04:30:00+00:00,200000015,12.728086733333331,45.638857,1.548646,0.19819908,2.276306e-05,0.00029036627,3.682164,1.0858644269512296,False
8,2026-03-01 04:00:00+00:00,200000025,12.6988744,44.67220426666667,1.3704181,0.010258258,0.009456351,0.0008435244,3.9897873,1.0761527092079632,False
3,2026-03-01 01:30:00+00:00,200000006,13.0829676,44.8336946,1.480868,0.032511376,0.020969458,0.009220644,3.6430619,1.0373262671753765,False
9,2026-03-01 04:30:00+00:00,200000012,12.561303866666666,43.90362433333333,0.020877197,0.0052827587,0.0033708413,0.00030944627,5.011613,1.008290627162205,False
0,2026-03-01 00:00:00+00:00,200000035,12.542659533333332,45.69860993333334,0.9216397,0.06265196,0.08746531,0.059826534,3.9047732,1.007271344214678,False
9,2026-03-01 04:30:00+00:00,200000025,12.772335333333332,44.71618113333333,1.2634345,0.0012917377,0.017933417,0.014711842,3.7254841,1.0045711317565291,False
2,2026-03-01 01:00:00+00:00,200000039,13.062745066666668,45.231914,3.5810814,0.11758013,0.021711174,0.0023126602,1.2742522,0.9993875063955784,False
10,2026-03-01 05:00:00+00:00,200000035,13.075578,46.38573326666666,0.9364461,0.0021906935,0.00821119,0.019064326,4.0229926,0.9977809781674296,False
10,2026-03-01 05:00:00+00:00,200000015,12.7119792,45.77203793333333,1.4117451,0.08129488,0.0012256788,0.002677156,3.4884498,0.9970785194775089,False
11,2026-03-01 05:30:00+00:00,200000006,12.969888533333334,45.49043313333333,1.0325582,0.19920059,0.03176289,0.0015689216,3.593832,0.9717845232691615,False
11,2026-03-01 05:30:00+00:00,200000008,12.818757666666666,44.3397038,0.54026324,0.037481606,0.0007058077,0.005849765,4.223523,0.9615647108759731,False
2,2026-03-01 01:00:00+00:00,200000026,12.2370616,44.3439512,1.2075913,0.0002638896,0.050234225,0.002571689,3.5110998,0.9543521827668883,False
1,2026-03-01 00:30:00+00:00,200000032,12.826208066666668,44.496872466666666,0.018868353,0.029858986,0.00020274652,0.0005935743,4.7111316,0.9521310465381247,False
11,2026-03-01 05:30:00+00:00,200000024,12.794242533333334,44.29080006666666,0.2345666,8.944992e-05,0.0048214346,0.0042230412,4.466105,0.9419611018369324,False
11,2026-03-01 05:30:00+00:00,200000035,13.135911933333334,46.449785866666666,1.0831655,0.018782655,0.0048460457,0.039829753,3.5322547,0.9357757352292537,False
1,2026-03-01 00:30:00+00:00,200000039,13.171616066666669,45.098849,3.675845,1.0864223e-05,0.05254554,0.023700874,0.80436414,0.9112932662239472,False
8,2026-03-01 04:00:00+00:00,200000024,12.703353066666669,44.58991313333333,0.17458531,0.0005433939,0.0127766505,0.0021802606,4.2853427,0.8950856621842831,False
10,2026-03-01 05:00:00+00:00,200000014,13.072021066666668,46.33444553333334,0.42639902,0.0008471093,0.0007944267,0.021354098,4.0237684,0.8946326162433251,False
4,2026-03-01 02:00:00+00:00,200000029,12.202292933333332,45.54697406666666,2.0192993,0.008690884,0.009665622,0.006535391,2.3996942,0.8887770741246641,False
6,2026-03-01 03:00:00+00:00,200000029,12.218983266666667,45.81164366666667,2.1747642,0.0012096874,0.005943354,0.015663764,2.2006876,0.8796537216752768,False
0,2026-03-01 00:00:00+00:00,200000008,13.106305266666668,45.74815253333334,0.49734917,1.2748067,0.30908203,0.040515136,2.231448,0.8706402026116848,False
5,2026-03-01 02:30:00+00:00,200000036,13.0555338,44.6684508,0.84969836,0.006866581,2.7060445e-05,0.0062636808,3.4128425,0.855139639774643,False
5,2026-03-01 02:30:00+00:00,200000037,12.657290333333334,45.021824333333335,0.41534555,0.003133263,7.3680836e-05,1.1712493,2.6800559,0.8539715241073281,False
7,2026-03-01 03:30:00+00:00,200000023,13.4798576,45.69770106666667,1.1523101,1.7412677,0.9679228,0.0377481,0.36435795,0.8527213335037231,False
8,2026-03-01 04:00:00+00:00,200000038,12.937543266666667,45.35993773333333,2.1578646,1.5864767,0.2503685,0.06439274,0.18437558,0.8486956164240838,False
5,2026-03-01 02:30:00+00:00,200000007,13.068551133333331,44.63912113333333,0.2740693,0.027477467,0.00999109,0.0017605338,3.9022229,0.8431042544078082,False
2,2026-03-01 01:00:00+00:00,200000014,13.156341533333334,45.57176433333333,2.2767224,0.52540314,0.007979679,0.0054823845,1.3863586,0.8403892510570585,False
3,2026-03-01 01:30:00+00:00,200000018,12.495084266666668,44.24500333333334,0.34762025,0.00053816626,0.020698803,0.0024761846,3.8041346,0.8350936019094661,False
0,2026-03-01 00:00:00+00:00,200000017,12.391156866666668,45.6885864,0.18644182,0.10848383,0.0730056,0.06298422,3.737718,0.8337267160415649,False
11,2026-03-01 05:30:00+00:00,200000014,13.060603733333332,46.43015426666667,0.4610696,0.0076997885,0.033407852,0.040324405,3.5527325,0.8190468253567815,False
9,2026-03-01 04:30:00+00:00,200000002,12.693397733333336,44.70034793333333,0.08610898,0.024373176,0.00032957946,0.015303819,3.920072,0.8092375271487982,False
4,2026-03-01 02:00:00+00:00,200000002,12.7557806,45.293493,0.6069934,0.8162296,1.311823,0.018713577,1.165122,0.7837763156741857,False
6,2026-03-01 03:00:00+00:00,200000004,12.482065133333332,45.43169013333333,0.051679756,0.08300525,1.43796,0.006873982,2.3054168,0.7769871678203344,False
0,2026-03-01 00:00:00+00:00,200000019,13.039575,45.7832536,0.0026579374,1.3457714,0.29055747,0.035182774,2.193959,0.7736257229931652,False
3,2026-03-01 01:30:00+00:00,200000025,12.451577266666668,44.32155213333333,0.020579653,0.00017821044,0.00794297,0.002255692,3.7828252,0.7627563513349742,False
8,2026-03-01 04:00:00+00:00,200000039,12.825043266666666,45.54743773333333,2.2299945,0.8773787,0.4922716,0.0397956,0.14911656,0.7577114000916481,False
2,2026-03-01 01:00:00+00:00,200000009,12.274107466666669,44.2759316,0.19550851,0.0015415945,0.06292135,0.002527725,3.51142,0.7547838387079537,False
7,2026-03-01 03:30:00+00:00,200000006,13.063938866666666,45.16874106666667,0.47992235,1.714809,1.2954451,0.021058554,0.23798223,0.7498434323817491,False
5,2026-03-01 02:30:00+00:00,200000029,12.2132812,45.679107,2.3047044,0.018649576,0.03014333,0.004216055,1.3647088,0.7444844339974225,False
3,2026-03-01 01:30:00+00:00,200000014,13.164945266666669,45.66777726666667,1.33912,1.0087414,0.35262486,0.01821838,0.98976195,0.7416933201253414,False
3,2026-03-01 01:30:00+00:00,200000007,13.034766866666669,44.8708066,0.063765794,0.00021375809,0.0032285214,0.009824418,3.629941,0.7413946957327425,False
5,2026-03-01 02:30:00+00:00,200000004,12.4880198,45.51575846666666,0.04565513,0.12420584,1.2663906,0.016161848,2.1538682,0.7212563164532184,False
1,2026-03-01 00:30:00+00:00,200000008,13.077794133333333,45.62028573333334,0.30478802,1.043115,0.18221463,0.023573823,1.9641782,0.7035739406943321,False
1,2026-03-01 00:30:00+00:00,200000017,12.426254266666666,45.77916173333333,0.63219494,0.089568794,0.027466848,0.008533456,2.4606755,0.6436879025772214,False
1,2026-03-01 00:30:00+00:00,200000014,13.148570733333337,45.47568926666667,1.5072039,0.689232,0.05084878,0.0072938753,0.9241244,0.6357406003400683,False
4,2026-03-01 02:00:00+00:00,200000010,12.276094133333334,45.54701593333333,0.876083,0.036154978,0.0022279478,0.007858963,2.249869,0.6344388026278466,False
5,2026-03-01 02:30:00+00:00,200000013,12.307536,44.855800466666665,0.21023326,0.0034469508,0.065204926,1.6053432,1.2172813,0.6203019394073636,False
6,2026-03-01 03:00:00+00:00,200000008,12.9189304,44.986011733333335,0.9530958,0.0014448406,0.002079421,0.87220114,1.2711719,0.6199986254796386,False
7,2026-03-01 03:30:00+00:00,200000028,13.125595666666667,45.90585093333333,0.5981595,1.4508098,0.7055194,0.016244564,0.29683962,0.6135145790874958,False
5,2026-03-01 02:30:00+00:00,200000005,12.545751200000002,46.57057566666666,0.50203216,2.2087377e-06,0.026216049,0.015568542,2.520585,0.6128808041315551,False
5,2026-03-01 02:30:00+00:00,200000008,12.947297866666668,45.113818,0.8868559,0.028410675,0.06760396,0.09463378,1.9445109,0.6044030506163836,False
3,2026-03-01 01:30:00+00:00,200000005,12.515624066666668,46.33389266666666,0.3313412,0.022192063,0.13010153,0.035757422,2.4865847,0.601195377483964,False
0,2026-03-01 00:00:00+00:00,200000028,12.848095266666666,45.1129552,0.024332695,0.028821701,0.009721255,0.020061761,2.8811111,0.5928097113966941,False
2,2026-03-01 01:00:00+00:00,200000003,13.0088644,45.00791533333334,0.9489675,0.007789422,0.03927481,0.035818063,1.9015596,0.5866818808019161,False
6,2026-03-01 03:00:00+00:00,200000002,12.7156528,45.058006,0.21595676,0.0017846401,0.10817194,2.2752993,0.28139615,0.5765217607375235,False
4,2026-03-01 02:00:00+00:00,200000005,12.533147666666668,46.4518826,0.48389706,0.027216274,0.01939494,0.019889344,2.324861,0.5750517334789038,False
0,2026-03-01 00:00:00+00:00,200000022,12.863268066666668,45.104124133333336,0.023911342,0.0004870299,0.022033285,0.022677995,2.754193,0.5646605440182612,False
10,2026-03-01 05:00:00+00:00,200000038,13.078168266666667,45.12556273333333,2.1423798,0.484465,0.029799901,0.004405518,0.11918514,0.5560470649972558,False
8,2026-03-01 04:00:00+00:00,200000015,12.742671,45.5054006,1.6817431,0.78026533,0.13008222,0.02412111,0.12839814,0.5489219881594181,False
5,2026-03-01 02:30:00+00:00,200000031,12.586052866666668,46.519294466666665,0.11534526,0.024662198,0.037435763,0.01546274,2.5201092,0.5426030280068517,False
3,2026-03-01 01:30:00+00:00,200000028,12.943940466666668,45.461468933333336,0.046288725,1.2198466,0.23179327,0.023783881,1.1282629,0.52999507188797,False
0,2026-03-01 00:00:00+00:00,200000014,13.1430034,45.37945846666666,1.3381944,0.5522394,0.10743743,0.0044860453,0.61267203,0.5230058592744171,False
3,2026-03-01 01:30:00+00:00,200000031,12.504401733333331,46.312828,0.04293175,0.0040260567,0.008077818,0.035409346,2.4874146,0.5155719139613211,False
8,2026-03-01 04:00:00+00:00,200000006,13.0404628,45.24905146666666,1.0259167,1.2155143,0.15779878,0.05962946,0.108872294,0.5135463066399097,False
1,2026-03-01 00:30:00+00:00,200000007,13.026428066666666,45.104865933333336,0.4166614,0.005176535,0.080505215,0.05206321,1.9975039,0.5103820499032736,False
3,2026-03-01 01:30:00+00:00,200000008,13.021715866666666,45.36442013333333,0.015241413,0.9282992,0.12424156,0.029732035,1.4333622,0.5061752887442708,False
7,2026-03-01 03:30:00+00:00,200000004,12.468351533333331,45.348302200000006,0.32019556,0.6895107,1.0508745,0.0034940878,0.46237674,0.5052903123665601,False
4,2026-03-01 02:00:00+00:00,200000031,12.547589466666668,46.41509533333333,0.107171185,0.02047177,0.04076837,0.01981358,2.3267534,0.5029956568032503,False
0,2026-03-01 00:00:00+00:00,200000037,12.7641208,45.63275166666666,0.64685804,0.9437331,0.17903802,0.012256565,0.70697147,0.49777143634855747,False
2,2026-03-01 01:00:00+00:00,200000035,12.611003666666669,45.861364,1.5108644,0.017076226,0.0422563,0.050615557,0.8646781,0.497098108753562,False
11,2026-03-01 05:30:00+00:00,200000038,13.148480733333336,45.00837526666667,2.1393883,0.13145912,0.006002987,0.0046734973,0.14545499,0.48539578234776853,False
2,2026-03-01 01:00:00+00:00,200000007,13.028017533333331,44.9877556,0.07291303,0.0028882257,0.033087905,0.030920882,2.2610373,0.4801694781985134,False
5,2026-03-01 02:30:00+00:00,200000024,12.6497194,44.8980968,0.32611054,0.0038450356,0.10967509,1.1539484,0.76575893,0.47186760446056725,False
0,2026-03-01 00:00:00+00:00,200000015,12.813958066666666,44.438044266666665,2.3188362,0.0032137216,0.010230531,0.0003999654,0.0008564987,0.46670738576794973,False
1,2026-03-01 00:30:00+00:00,200000023,13.0794272,45.05135233333333,0.016820036,0.032522447,0.22345072,0.042975973,1.9741724,0.4579883061349392,False
2,2026-03-01 01:00:00+00:00,200000004,12.500531,45.76893806666667,1.5627152,0.005181399,0.017822018,0.01970682,0.67683893,0.4564528686925769,False
6,2026-03-01 03:00:00+00:00,200000030,12.138814666666669,45.8510552,0.0007866941,0.025295567,0.014198679,0.016712848,2.2094576,0.4532902846811339,False
6,2026-03-01 03:00:00+00:00,200000014,13.1428744,45.955817,0.015864545,0.48174927,1.019955,0.020914504,0.70004267,0.44770520403981207,False
3,2026-03-01 01:30:00+00:00,200000023,13.192472400000002,45.2790092,0.03961628,0.7774861,0.16028148,0.00821807,1.1833668,0.43379373792558906,False
3,2026-03-01 01:30:00+00:00,200000029,12.193409666666666,45.414765800000005,2.057095,0.004425849,0.0022424816,0.007502266,0.08809605,0.4318723399657756,False
1,2026-03-01 00:30:00+00:00,200000035,12.570429466666669,45.7828172,1.7006178,0.009224745,1.1491616e-08,0.0018379432,0.4153975,0.4254155970810034,False
6,2026-03-01 03:00:00+00:00,200000006,13.076865266666664,45.085715533333335,0.8791318,0.013292195,0.19687203,0.04696631,0.98058915,0.4233702953904867,False
1,2026-03-01 00:30:00+00:00,200000019,13.0387196,45.90042206666667,0.0097613055,0.83973265,0.21860543,0.013501294,1.0132823,0.41897659488022326,False
5,2026-03-01 02:30:00+00:00,200000010,12.278242466666669,45.62907006666667,0.711869,0.0114818625,0.0008311096,0.005126454,1.3581111,0.4174839141080156,False
7,2026-03-01 03:30:00+00:00,200000029,12.235447466666669,45.94303753333334,1.9412223,0.0219328,0.014391202,0.01831906,0.09062816,0.4172987064346671,False
5,2026-03-01 02:30:00+00:00,200000006,13.082626933333334,45.00192773333333,1.2498854,0.0015265216,0.0327815,0.012275979,0.7635117,0.4119962316239253,False
7,2026-03-01 03:30:00+00:00,200000037,12.5737324,44.72975766666666,0.70380443,2.1102902e-05,0.057758924,0.84945387,0.2870958,0.3796268222980871,False
11,2026-03-01 05:30:00+00:00,200000039,12.614105733333334,45.89900026666667,1.7279986,0.047891285,0.00024580027,0.020985274,0.09281348,0.3779868900834117,False
6,2026-03-01 03:00:00+00:00,200000022,12.726898933333333,44.340486266666666,1.6783884,0.00026287054,0.0005066521,0.16459708,0.013197475,0.37139048681710846,False
2,2026-03-01 01:00:00+00:00,200000015,12.829337733333334,44.706026533333336,1.7988216,7.98913e-05,0.0003590003,0.003326978,0.05029061,0.37057560975808884,False
0,2026-03-01 00:00:00+00:00,200000002,12.8515592,45.7616102,0.029496755,0.7109275,0.26134953,0.02436057,0.8174659,0.3687200482934713,False
11,2026-03-01 05:30:00+00:00,200000010,12.478469933333336,46.06977213333333,1.6763552,0.020706946,0.0037705489,0.029362407,0.09960241,0.3659595105797052,False
2,2026-03-01 01:00:00+00:00,200000031,12.459785666666669,46.21124713333334,0.01299907,0.10636568,0.02400309,0.02878631,1.649781,0.36438702810555695,False
8,2026-03-01 04:00:00+00:00,200000004,12.460294800000002,45.26414366666666,1.3298942,0.22023687,0.039168816,0.006463847,0.22387737,0.3639282172545791,False
1,2026-03-01 00:30:00+00:00,200000029,12.196733133333334,45.1496748,1.8022549,0.0050049825,0.005847969,0.00087207457,0.001018564,0.36299970106920226,False
5,2026-03-01 02:30:00+00:00,200000022,12.744180533333331,44.46882073333334,1.7642703,0.0018621726,0.00047860923,0.02433064,0.02138462,0.36246526937466117,False
2,2026-03-01 01:00:00+00:00,200000005,12.497058399999998,46.21602966666667,0.064799756,0.04592627,0.032626115,0.028564919,1.6387644,0.3621362879872322,False
11,2026-03-01 05:30:00+00:00,200000018,12.273931866666668,43.66188473333333,1.749546,0.021812024,0.007956508,0.00046362297,0.02293993,0.360543626989238,False
0,2026-03-01 00:00:00+00:00,200000029,12.189140666666669,45.017562,1.7921848,0.004081145,0.0024794561,0.00015093893,0.0001643831,0.3598121505609015,False
7,2026-03-01 03:30:00+00:00,200000011,13.588588733333332,45.07094646666667,0.5795164,0.7847388,0.2299819,0.015461647,0.17398624,0.3567369954660535,False
2,2026-03-01 01:00:00+00:00,200000029,12.1940376,45.28227206666667,1.7607509,0.00010745751,8.319006e-06,0.0023394176,0.0027474773,0.35319071222838827,False
10,2026-03-01 05:00:00+00:00,200000010,12.436538,45.9998194,1.6061499,0.0001339792,0.00028880665,0.03221665,0.113558285,0.35046952643606344,False
8,2026-03-01 04:00:00+00:00,200000023,13.5705498,45.786336,0.8477619,0.6109034,0.11565274,0.028353313,0.1150744,0.34354915358126165,False
1,2026-03-01 00:30:00+00:00,200000002,12.8259134,45.644875,7.297699e-05,0.4208479,0.14730519,0.006004913,1.1403512,0.34291642987082016,False
7,2026-03-01 03:30:00+00:00,200000013,12.268153933333334,44.65133453333333,0.19741395,2.471693e-06,0.034206193,1.1423897,0.33882254,0.34256696290526634,False
6,2026-03-01 03:00:00+00:00,200000036,13.106539533333336,44.73604993333333,1.1743958,0.0052051484,0.042964946,0.17008284,0.31617844,0.34176543457433584,False
5,2026-03-01 02:30:00+00:00,200000020,12.6807116,44.8766936,0.04294377,0.044053923,0.0011809715,0.94938284,0.66659194,0.34083068938925865,False
7,2026-03-01 03:30:00+00:00,200000025,12.6352264,44.61390573333333,1.0894164,0.0006253423,0.011896558,0.5339448,0.05077957,0.33733252811944114,False
4,2026-03-01 02:00:00+00:00,200000022,12.7601392,44.59735526666667,1.657757,0.0030645304,0.0023708516,6.201041e-06,0.011660507,0.33497182676883314,False
8,2026-03-01 04:00:00+00:00,200000003,13.044406866666666,45.638609800000005,0.00076936703,1.3225992,0.18621655,0.06824346,0.09480367,0.33452644302742557,False
11,2026-03-01 05:30:00+00:00,200000015,12.706617,45.9063024,1.4008595,0.06800439,0.037865534,0.012262959,0.14878517,0.333555506914854,False
2,2026-03-01 01:00:00+00:00,200000008,13.052502266666666,45.49170913333333,0.0009414417,0.34075773,8.1707085e-06,0.001570577,1.2964108,0.32793774321562524,False
9,2026-03-01 04:30:00+00:00,200000004,12.4584692,45.1797974,1.3977847,0.008211112,0.0006743618,0.018486932,0.20842212,0.32671584794297814,False
3,2026-03-01 01:30:00+00:00,200000003,13.018148,45.112811666666666,0.5518226,0.28835383,0.062466364,0.00079694256,0.7199729,0.32468252974795175,False
4,2026-03-01 02:00:00+00:00,200000006,13.083129866666669,44.91779446666667,1.042787,0.08051034,0.23887262,0.014971719,0.23889327,0.3232069807127118,False
8,2026-03-01 04:00:00+00:00,200000029,12.248396866666669,46.07457586666667,1.5709604,3.6008372e-09,0.013017928,0.013666306,0.0015293221,0.31983479242611107,False
10,2026-03-01 05:00:00+00:00,200000018,12.295404066666666,43.73703626666667,1.551865,0.010201788,0.013580783,6.172587e-05,0.014803779,0.31810261153586905,False
7,2026-03-01 03:30:00+00:00,200000009,12.295820933333331,44.79457653333333,0.1463824,1.0980742e-07,0.06634967,1.067353,0.31010842,0.3180387239725917,False
2,2026-03-01 01:00:00+00:00,200000006,13.086671333333332,44.749687,1.3778251,0.022995248,0.0023013365,0.016298778,0.1578949,0.3154630797449499,False
0,2026-03-01 00:00:00+00:00,200000006,13.083998533333332,44.5815916,1.5158358,0.0025984547,0.0012982218,0.0013847736,0.009291517,0.3060817457502708,False
