window_id,window_start,mmsi,lat,lon,score,reason,drivers
5,2026-03-01 02:30:00+00:00,200000039,12.8826802,45.4552404,5.881883148103952,"Flagged because it turned sharply through 169 degrees (typical is 6, 64% of the score) and it slowed almost to a stop at 0.7 kn (typical is 12.3, 30% of the score).","{""mean_speed"": 0.3038, ""speed_change"": 0.0437, ""course_change"": 0.6365, ""gap_minutes"": 0.002, ""neighbor_count"": 0.0139}"
11,2026-03-01 05:30:00+00:00,200000040,12.959315533333331,45.50504086666667,4.662945457571186,"Flagged because its speed jumped by 6.5 kn between pings (typical is 0.4, 63% of the score).","{""mean_speed"": 0.0173, ""speed_change"": 0.6347, ""course_change"": 0.1934, ""gap_minutes"": 0.0, ""neighbor_count"": 0.1545}"
0,2026-03-01 00:00:00+00:00,200000040,13.107870600000002,45.641648933333336,4.648114464432001,"Flagged because its speed jumped by 8.0 kn between pings (typical is 0.4, 77% of the score).","{""mean_speed"": 0.0309, ""speed_change"": 0.7705, ""course_change"": 0.1697, ""gap_minutes"": 0.0018, ""neighbor_count"": 0.0271}"
0,2026-03-01 00:00:00+00:00,200000005,12.4746712,45.9785646,4.026736934483052,"Flagged because it had 3 other vessel(s) close alongside (typical is 0.0, 96% of the score).","{""mean_speed"": 0.0134, ""speed_change"": 0.0144, ""course_change"": 0.0055, ""gap_minutes"": 0.0063, ""neighbor_count"": 0.9604}"
4,2026-03-01 02:00:00+00:00,200000028,12.986045666666666,45.573897,3.691029012110085,"Flagged because its 8-degree course change did not fit its neighbourhood (typical is 6, 43% of the score) and its speed variation of 0.4 kn did not fit its neighbourhood (typical is 0.4, 29% of the score).","{""mean_speed"": 0.1857, ""speed_change"": 0.2904, ""course_change"": 0.4285, ""gap_minutes"": 0.0004, ""neighbor_count"": 0.095}"
5,2026-03-01 02:30:00+00:00,200000028,13.040581733333331,45.6808814,3.5226334556937218,"Flagged because its 5-degree course change did not fit its neighbourhood (typical is 6, 47% of the score) and its average speed of 14.2 kn did not fit its neighbourhood (typical is 12.3, 25% of the score).","{""mean_speed"": 0.2501, ""speed_change"": 0.184, ""course_change"": 0.4702, ""gap_minutes"": 0.0029, ""neighbor_count"": 0.0927}"
5,2026-03-01 02:30:00+00:00,200000023,13.325895733333336,45.49700313333333,3.3309488974511625,"Flagged because its 7-degree course change did not fit its neighbourhood (typical is 6, 40% of the score) and its average speed of 15.0 kn did not fit its neighbourhood (typical is 12.3, 30% of the score).","{""mean_speed"": 0.3025, ""speed_change"": 0.1971, ""course_change"": 0.4019, ""gap_minutes"": 0.0031, ""neighbor_count"": 0.0954}"
4,2026-03-01 02:00:00+00:00,200000040,13.040771666666668,45.5207788,2.99542988948524,"Flagged because its speed jumped by 8.7 kn between pings (typical is 0.4, 83% of the score).","{""mean_speed"": 0.0075, ""speed_change"": 0.8263, ""course_change"": 0.0477, ""gap_minutes"": 0.0004, ""neighbor_count"": 0.118}"
4,2026-03-01 02:00:00+00:00,200000023,13.261941133333332,45.38614486666667,2.887063794350252,"Flagged because its 9-degree course change did not fit its neighbourhood (typical is 6, 39% of the score) and its speed variation of 0.4 kn did not fit its neighbourhood (typical is 0.4, 31% of the score).","{""mean_speed"": 0.2404, ""speed_change"": 0.3133, ""course_change"": 0.3851, ""gap_minutes"": 0.0001, ""neighbor_count"": 0.0611}"
0,2026-03-01 00:00:00+00:00,200000038,12.482099933333334,45.941591,2.751777355372906,"Flagged because it was moving unusually fast at 20.3 kn (typical is 12.3, 62% of the score) and it had 2 other vessel(s) close alongside (typical is 0.0, 34% of the score).","{""mean_speed"": 0.6243, ""speed_change"": 0.016, ""course_change"": 0.0088, ""gap_minutes"": 0.0062, ""neighbor_count"": 0.3448}"
3,2026-03-01 01:30:00+00:00,200000040,13.0948382,45.52510153333333,2.575851005315781,"Flagged because its speed jumped by 5.8 kn between pings (typical is 0.4, 56% of the score).","{""mean_speed"": 0.165, ""speed_change"": 0.556, ""course_change"": 0.1948, ""gap_minutes"": 0.0028, ""neighbor_count"": 0.0814}"
